"","bmr_dem","bmr_demdur","gol_enep","gol_est","gpi_gpi","ht_region","nelda_mbbe","nelda_mtop","nelda_oa","nelda_rpae","top_top10_income_share","top_top1_income_share","vdem_corr","vdem_libdem","vdem_mecorrpt","wdi_acel","wdi_acelr","wdi_acelu","wdi_afp","wdi_agedr","wdi_araland","wdi_area","wdi_birth","wdi_bribfirm","wdi_broadb","wdi_busden","wdi_co2","wdi_death","wdi_debt","wdi_emp","wdi_empagr","wdi_empagrf","wdi_empagrm","wdi_empind","wdi_empindf","wdi_empindm","wdi_empser","wdi_empserf","wdi_empserm","wdi_expedu","wdi_expedut","wdi_expmil","wdi_fdiin","wdi_fdiout","wdi_fertility","wdi_firftopm","wdi_firgifttax","wdi_forest","wdi_gdpagr","wdi_gdpcapcon2015","wdi_gdpind","wdi_gini","wdi_homicides","wdi_infpay","wdi_internet","wdi_lfpf","wdi_lifexp","wdi_lifexpf","wdi_lifexpm","wdi_litrad","wdi_litradf","wdi_litradm","wdi_litry","wdi_migration","wdi_nerp","wdi_ners","wdi_pop","wdi_pop14","wdi_pop1564","wdi_pop65","wdi_popden","wdi_poprul","wdi_popurb","wdi_refasy","wdi_refori","wdi_semp","wdi_smokf","wdi_smokm","wdi_taxrev","wdi_tele","wdi_trade","wdi_unempfilo","wdi_unempilo","wdi_unempmilo","wdi_unempyfilo","wdi_unempyilo","wdi_unempymilo","wdi_wip","fhp_score5","fhp_status5","gd_ptsa","wdi_gdpcappppcon2017"
"96","Non-democracy",45,5.709718,"Majoritarian",2.708,"North Africa & Middle East (incl. Israel, Turkey, Cyprus)","No","Yes","Yes","No",0.5554,0.2134,0.782,0.271,2.039,100,100,100,4.42634805813344,59.3383929151419,13.6168132942326,10230,14.948,21.8,7.55615,NA,4.06819259128664,8.271,NA,8.80012662321679,3.62851539886625,1.54037106366463,4.55906132468527,20.6252519845634,6.61409459738096,26.8691755061595,75.7462326165703,91.8455343389544,68.5718532531586,1.66996812820435,NA,3.36622246400457,2.5929006838647,-5.78756842302687,2.091,5.9,19.3,14.069403714565,1.40016561487545,6107.45470909137,2.7586320737767,NA,2.26031660148685,11.3,87.8626,31.9195274788527,75.047,77.251,72.847,93,90,95,97,-115122,NA,NA,5592631,27.6183785413341,62.7595223071216,9.62209915154424,546.689247311828,10.907,89.093,1328541,6061,30.0399249483256,28.9,47.5,5.68479554564454,15.3,78.8286204025241,15.6,12.621,11.224,23.584,25.353,26.271,4.6875,56,"Partly Free",3,17172.197265625
"97","Democracy",19,4.01152833011508,"Mixed",2.306,"Sub-Saharan Africa",NA,NA,NA,NA,0.4949,0.1445,0.526,0.502,3.056,50.4,37.7,80.6,0.210449224915505,62.0913797476538,14.1304347826087,30360,26.107,7.3,0.353653,1.42758312554949,0.312739156695686,14.186,2.99324359587455,5.89892398348979,29.9581895821633,18.8742340725917,38.770546144526,34.7951060288254,38.3238302264931,31.9895754749331,35.2467043890114,42.8019357009152,29.2398783805409,7.50747919082642,7.40778,1.56061124415555,-0.514055700839224,NA,3.018,30,3.6,1.13702239789196,5.96961779195675,950.21002574861,32.1262587666036,NA,NA,10.2,43.6957,45.5272630592869,53.062,55.927,50.374,82.0100021362305,89.7600021362305,73.9400024414062,89.7300033569336,-1490,NA,NA,2281454,34.0985980654008,61.6935818794545,4.20782005514465,75.1467061923584,70.52,29.48,296,6,39.0759935864373,5.4,43.1,31.9410692057445,0.423,138.562032031328,20.31,18.129,16.307,37.332,26.857,19.064,23.3333333333333,51,"Partly Free",2,2533.119140625
"98","Democracy",15,11.0322379644903,"Majoritarian",1.966,"Sub-Saharan Africa","Yes","Yes","Yes","No",0.4321,0.1217,0.867,0.423,2.565,29.8,8.1,49.5,0.0884355877185961,79.7056220194203,5.19102990033223,96320,31.287,NA,0.24718,0.0429071979592783,0.299744907783239,8.838,NA,1.43218392237935,39.9314682312408,42.702251033225,37.3273688884742,8.25592260025243,3.69662896559839,12.5407982196512,51.8126537043585,53.6011200011766,50.1318328918746,2.11186790466309,NA,0.998322660417257,15.2455267850161,2.59097970244382,4.089,NA,NA,78.7705564784053,36.9194909612319,629.820554654024,18.2177904511861,NA,NA,NA,27.8136,47.9599932763247,60.747,62.072,59.411,NA,NA,NA,77.4599990844727,-11862,NA,NA,5193416,41.0124993850386,55.6465682362599,3.34093237870145,53.9183554817276,47.427,52.573,8169,5384,78.8970429085118,2,14.3,NA,0.114,NA,2.863,3.792,4.648,2.624,2.774,2.911,10.958904109589,60,"Partly Free",1,1455.6376953125
"99","Non-democracy",70,NA,NA,2.909,"North Africa & Middle East (incl. Israel, Turkey, Cyprus)",NA,NA,NA,NA,0.4716,0.1677,0.831,0.126,2.778,70.2,NA,100,0,50.7808605057925,0.977528217602328,1759540,17.828,NA,4.653,NA,9.34907354218691,6.018,NA,1.83398218920065,9.50077419983939,5.76648625360153,11.3650302882636,22.7866374732897,11.5299431833481,28.4062744175495,67.7125322863469,82.7035705630503,60.2286952941868,NA,NA,NA,1.26185502585239,0.47167847898363,2.462,NA,NA,0.123327687918433,1.42181053704906,10121.5283234916,82.9239959779813,NA,NA,NA,84.3378,35.9102468804726,71.911,74.396,69.63,NA,NA,NA,NA,-696,NA,NA,6735277,28.8562445167437,66.3214222666714,4.82233321658486,3.82786239585346,19.006,80.994,3141,19090,14.9056025393082,NA,NA,NA,22.1,121.135115484334,25.415,19.595,16.333,70.506,51.346,42.675,15.9574468085106,77,"Not Free",5,22535.4453125
"100","Democracy",30,3.48183353353876,"Proportional",NA,"Western Europe & North America (incl. Australia & New Zealand)",NA,NA,NA,NA,0.3557,0.1141,NA,NA,NA,100,100,100,NA,50.1634804015848,10.8125,160,9.6,NA,47.5207,20.6177635881063,NA,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1303.10826691135,NA,1.53,NA,NA,41.875,0.166049303870226,NA,40.2009622344276,NA,5.12301643207521,NA,95.5694,NA,84.4024390243902,86.4,82.5,NA,NA,NA,NA,231,NA,NA,39039,14.5480859129856,66.5928098464376,18.8591042405769,243.99375,85.529,14.471,133,5,NA,NA,NA,NA,29.5,NA,NA,NA,NA,NA,NA,NA,28,15,"Free",1.50702380952381,50669.5579882696
"101","Democracy",29,6.98865740902515,"Mixed",1.722,"Eastern Europe & post-Soviet (incl. Central Asia)","No","Unclear","Unclear","No",0.4188,0.1184,0.118,0.739,3.882,100,100,100,2.50217080223653,55.6968822700476,36.3999361124421,62610,8.3,0.2,28.7127,3.26587562989708,5.01896039008311,17,48.2105039391635,1.67869277769998,5.31298598878218,3.52480417754569,7.09463734465721,26.2507278315411,16.3833689732169,36.0820510104087,68.4362861796767,80.0916791701617,56.8233116449341,4.25490999221802,NA,1.96692451680381,4.44860230039192,2.26847825663979,1.36,30.7,0,35.1807490816164,3.39630540379124,18292.5328507872,24.882103431689,36.7,2.58374704685787,6.3,86.9305,49.6395894412172,74.0365853658537,78.8,69.5,99.8300018310547,99.8499984741211,99.8099975585938,99.9499969482422,-11853,NA,NA,2800839,15.1826359279716,64.2273582568033,20.5900058152251,44.7346909439387,31.751,68.249,1880,54,11.6272470647199,21.8,42.1,21.2707093741651,10.4,155.636625710561,6.607,7.112,7.609,14.711,14.318,13.988,27.6595744680851,21,"Free",2,37184.453125
"102","Democracy",131,5.65735654358144,"Proportional",NA,"Western Europe & North America (incl. Australia & New Zealand)","No","Yes","Yes","No",0.316,0.0907,0.026,0.79,3.863,100,100,100,0.310519468018047,44.214425408041,24.2660596785345,2574.46,10.5,0,38.04,22.7588164784556,13.480995650435,7,28.6985947928203,3.47722696935589,1.1445964584093,0.560651008355333,1.65357463054333,9.37617907703039,3.72860136624663,14.3044596046858,89.4792244645603,95.710747625398,84.041372021636,3.71989011764526,NA,0.471678356636088,29.3542717520448,60.9625248334477,1.38,7.4,0,34.4538272103664,0.190650028205856,110425.88843286,10.7209988936008,32.7,0.625663790177391,0.5,98.6609,46.783413401669,82.5975609756098,84.8,80.5,NA,NA,NA,NA,6949,NA,NA,640064,15.9137585031619,69.3411447457537,14.7450967510844,248.62068161867,8.328,91.672,6011,5,10.3061240666466,19.8,22.4,25.8655065735814,41.6,393.14119815602,5.618,5.247,4.921,16.112,16.965,17.736,35,14,"Free",1.41840476190476,114542.5
"103","Democracy",2,2.92,"Mixed",1.899,"Sub-Saharan Africa","No","Yes","Yes","Unclear",0.5075,0.1517,0.811,0.249,2.112,35.1,10.9,72.6,0.152739911008174,74.5140573737842,5.15641113784806,581800,30.949,19.2,0.104183,0.106764100224271,0.105755868629354,7.104,NA,3.98919765491168,71.1895853059746,70.381586201963,71.962309570388,9.60718382880036,9.20476276876516,9.99203638130478,19.203230865225,20.4136510292718,18.0456540483072,3.19807553291321,NA,0.692132176722242,2.45649402526377,0.785497910665483,3.851,37.3,10.8,21.3416925060158,23.1882237657725,447.78467591887,21.725864174999,NA,NA,19.5,18.1313,48.8645198960448,64.485,66.87,62.234,74.6861419677734,71.7537612915039,77.9036865234375,82.3825988769531,-742,95.60378,29.84739,28915653,39.3979748511641,57.3019751153809,3.30005003345506,49.7003317291165,60.793,39.207,165,425,88.9913734859699,12.8,42.7,10.2385306991003,0.121,54.4570415917068,3.586,3.415,3.251,5.963,5.92,5.88,17.8807947019868,58,"Partly Free",3,1585.4716796875
"104","Democracy",27,4.02909003001672,"Majoritarian",1.928,"Sub-Saharan Africa","Yes","Yes","Yes","No",0.4846,0.1522,0.634,0.522,3.388,14.2,5.6,54.2,0.201501833465183,84.6854327080751,42.4268137462877,94280,32.859,NA,0.0670815,NA,0.2619139051678,6.983,52.6332414580372,1.10358187771156,62.628048329839,67.7603553184431,57.8677018857213,8.02648211863543,5.31969924228194,10.537092701568,29.3454695515255,26.9199454392749,31.5952054127107,3.32295989990234,NA,0.75913111163443,1.02931314907109,0.0050570816424517,3.917,NA,NA,23.3315655494272,22.8128903263375,563.361956276702,18.4463344929535,38.5,NA,NA,26.9325,48.607475338457,62.904,66.469,59.493,70.1522674560547,62.6842613220215,78.617317199707,80.725700378418,-1775,NA,34.23885,19889742,43.1556050349974,54.1461221568384,2.69827280816413,210.964594823929,82.305,17.695,21529,513,61.7363360394797,4.1,17.5,11.40096954561,0.0619,NA,6.508,5.585,4.712,7.868,7.384,6.951,22.9166666666667,45,"Partly Free",3,1517.703125
"105","Non-democracy",64,2.842,"Majoritarian",1.492,"South-East Asia","Yes","Yes","Yes","No",0.4027,0.1487,0.418,0.299,2.917,100,100,100,0.817916607628323,43.2912642533176,2.51407700502207,328550,15.24,0.4,10.8922,2.09333898408528,7.76172865842053,6.034,63.2587801793511,3.24112225114681,10.305658249848,6.15819375395914,12.9524987252991,28.1968384436885,19.8480917464505,33.5248851563315,61.4975094406196,73.9937302456208,53.5226161183694,4.26109409332275,21.34708,0.986864882084694,5.41557013448805,3.419975136863,1.803,33.2,0.2,58.0243189773246,9.57461350764324,10605.6769579889,37.7152652198802,40.7,0.723777076243526,2.1,96.7514,39.0151721527987,74.884,77.362,72.659,96,95,97,99,46165,NA,72.21113,33573874,22.9615864848004,69.7879245300665,7.25048898513304,102.188020088267,22.304,77.696,132086,1182,24.9065124000117,1.1,43.8,11.2146465719606,24.1,134.018926345978,4.78,4.64,4.55,11.252,12.214,12.848,14.8648648648649,69,"Not Free",2,27674.40234375
"106","Non-democracy",9,3.53267599888975,"Majoritarian",NA,"South Asia","No","Yes","Yes","No",0.3951,0.1308,0.473,0.422,3.141,100,100,100,NA,35.615273385486,13,300,14.088,NA,14.8246,3.58896471371505,4.08701005068491,3.02,NA,2.89765334426682,7.76919182833308,2.34309881764579,9.78672604972566,25.3973500236381,22.4956009014293,26.4761587731582,66.8334581480288,75.1613002809249,63.7371151771161,4.61379766464233,NA,NA,12.2342196073402,NA,1.692,NA,NA,2.73333333333333,5.30778917984735,9731.55618146829,9.19180568562302,29.3,0.594638737145893,NA,85.2343,26.8387665338139,79.918,81.019,79.082,97.8600006103516,98.4100036621094,97.5699996948242,99.4300003051758,1189,NA,NA,521457,21.7181649511226,73.73793645695,4.54389859192743,1738.19,58.898,41.102,NA,80,22.3227247815046,6,44.4,19.4461807952138,2.71,NA,4.112,5.021,5.355,9.628,15.62,19.141,4.59770114942529,62,"Not Free",2,20574.404296875
"107","Non-democracy",9,3.871153,"Majoritarian",2.776,"Sub-Saharan Africa","No","Unclear","Unclear","Yes",0.4494,0.1212,0.823,0.158,2.449,53.4,18.3,96.9,0.559336915636168,99.3262938929943,6.83582065088224,1220190,41.643,NA,0.648338,0.258829670624372,0.293983337033405,9.274,NA,0.300541702670813,68.2466584025008,65.6628396888564,69.8412494351037,9.90650264093996,10.9748713130605,9.24717246801173,21.8468254823758,23.3622889980832,20.9115780968846,4.36370992660522,NA,3.43787625232372,3.31414782752808,0.289366618583397,5.956,NA,NA,10.896663634352,35.6818261229887,744.760427319594,20.554497770537,35.7,NA,NA,30.4642,38.1539256737474,58.941,60.331,57.618,31,22,40,46,-22236,58.94142,29.92706,21904983,47.3935793513284,50.168993511659,2.43742713701262,17.952108278219,55.323,44.677,49975,183392,85.3907763003633,1,15.6,14.164539862387,1.34,67.2099446691173,2.274,2.29,2.3,3.772,3.672,3.604,27.2727272727273,37,"Partly Free",3,2219.04663085938
"108","Democracy",57,2.02577597348664,"Proportional",NA,"Western Europe & North America (incl. Australia & New Zealand)",NA,NA,NA,NA,0.3404,0.0925,0.192,0.633,2.903,100,100,100,0.725363044203624,47.0615261572669,24.375,320,8.5,2.4,42.1831,9.24849261765523,3.229476834781,8,68.5330896787717,4.39608387573698,0.797648883039143,0.316478076379066,1.12914522366698,18.2925553972919,7.60431400282885,25.656688693322,80.909795719669,92.0800919377652,73.2141660830111,5.36479997634888,NA,0.496378473621832,26.2697703937372,-37.7590630801125,1.13,11.3,0,1.4375,0.903484627439198,29152.5072116366,12.573638993228,31.4,0.379688200050119,0,87.4698,40.660787339156,82.5073170731707,84.3,80.8,94.9400024414062,96.4199981689453,93.4400024414062,99.4499969482422,10408,NA,NA,518536,13.1344589822837,67.9988343572258,18.8667066604904,1620.425,5.19,94.81,9335,7,15.489605683068,21.6,26.4,23.8223254592062,49.2,314.682664160793,3.111,3.403,3.603,6.056,9.634,12.651,13.4328358208955,23,"Free",2,45433.91796875
"109","Democracy",29,1,"Majoritarian",NA,"Pacific (excl. Australia & New Zealand)","No","Yes","Yes","No",0.4859,0.1609,NA,NA,NA,99.8,100,96,NA,59.8676957001103,2.77777777777778,180,19.28,NA,2.27718,0.190941724585656,0,7.556,41.7255807037768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.54093980789185,NA,NA,0.193738453653779,NA,2.729,NA,NA,52.2222222222222,25.0763835081765,5288.39002466371,10.6793322882008,35.5,NA,NA,72.2377,NA,65.269,67.2,63.692,NA,NA,NA,NA,-1901,NA,NA,42050,33.1831153388823,62.551724137931,4.26516052318668,233.611111111111,21.838,78.162,NA,7,NA,8.3,48.7,17.2302400064597,4.86,118.047657212332,NA,NA,NA,NA,NA,NA,6.06060606060606,17,"Free",2.018,5647.06689453125
"110","Non-democracy",61,2.02577597348664,"Majoritarian",2.14,"Sub-Saharan Africa","Yes","Yes","Yes","Yes",0.3994,0.0997,0.862,0.197,2.002,47.7,NA,89.7,1.99625654368142,82.7120164635773,0.436596487823809,1030700,33.194,NA,0.405903,0.418992094637163,0.956321747424796,7.44,NA,7.02620842539663,33.6992903863475,30.41141386053,35.2369894028008,14.6284365225069,10.3235040761448,16.6419531443872,51.6722730911455,59.2650820633252,48.121057452812,1.891970038414,NA,2.29399489807024,11.6047527792443,0.0946989127390897,4.398,NA,NA,0.298211603764432,19.1485811289032,1559.80984520601,32.0818928944898,32,1.02253955032934,NA,43.7936,33.7123041983864,64.364,66.098,62.666,66.9599990844727,62.1699981689453,71.7799987792969,76.4899978637695,-1494,79.5744,30.97658,4614974,42.009673293934,54.7309258947071,3.25940081135885,4.47751431066266,43.867,56.133,101942,39279,73.0121372218923,2.1,19.3,NA,1.23,88.3068737571235,15.836,11.068,8.643,32.009,24.65,21.049,20.2614379084967,53,"Partly Free",2,5505.646484375
"111","Democracy",53,2.504093,"Majoritarian",1.583,"Sub-Saharan Africa","Yes","Yes","Yes","No",0.474,0.1589,0.49,0.42,3.19,99.6,99.8,99.3,0.518248389543129,40.7096736199155,37.5563345017526,1997,10.3,5.7,25.7029,7.74920746741811,3.18825838996663,10.5,57.9616604310028,2.94277021347482,5.34539111520441,3.15512277564336,6.74414299653929,21.8144881027375,12.6416169635751,27.6724784372539,72.8401207820581,84.2027689616885,65.5836923202425,4.67151021957397,6.42423,0.166434352050263,2.20464612454668,0.745135242261387,1.41,18.1,1.4,19.4341512268403,3.280236086774,9679.12123882353,18.2388728652672,NA,2.6175702865739,1.5,71.6,39.372618956999,73.680243902439,77.24,70.29,92.1500015258789,90.4599990844727,93.9100036621094,99.3000030517578,-478,94.80512,84.30832,1266334,16.6377001719513,71.0683420656248,12.2939577624239,634.118177265899,59.225,40.775,10,198,18.012572209787,3,37.3,18.264394630822,36.7,98.0000292393386,8.655,7.719,7.111,25.514,24.832,24.252,20,29,"Free",1.73669841269841,23681.580078125
"112","Democracy",21,4.80535547256707,"Mixed",2.704,"Latin America (incl. Cuba, Haiti, Dominican Rep.)","No","Unclear","Unclear","No",0.6145,0.2359,0.513,0.368,2.716,100,100,99.9,0.64172650248781,49.4472844960828,10.3315414491113,1943950,14.857,15.8,19.2797,0.824238531500653,3.48703538762572,9.406,43.9851703655904,4.95279480446029,13.065234280643,4.8852208635456,18.1476299808681,24.5148961819179,16.9656191764339,29.2054057512297,62.4198695374391,78.1491599600205,52.6469642679021,4.24952983856201,NA,0.682059196439262,2.69638965324324,-0.0157268215797639,1.822,15.7,6.9,33.7273678335348,3.79192627596241,9756.85862179455,32.0724604926281,44.6,28.1756529873319,3.7,75.6265,38.3417717090361,70.213,74.864,66.056,95,94,96,98.9599990844727,-52649,NA,NA,126705138,24.9531348918147,66.9132261234742,8.1336389847111,65.1792165436354,18.984,81.016,73448,16403,31.8263614810478,6.2,19.9,13.4470069331931,19.6,83.2907026935293,4.086,4.019,3.977,8.341,7.677,7.296,50,64,"Not Free",4,20064.5
"113","Democracy",29,1,"Majoritarian",NA,"Pacific (excl. Australia & New Zealand)","Unclear","Yes","Yes","No",0.4859,0.1609,NA,NA,NA,83.6,79.4,97.6,NA,57.67606517164,2.85714285714286,700,20.777,NA,5.37519,0.356959278085556,0,6.211,27.8630142473118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5389995574951,NA,NA,NA,NA,2.711,NA,NA,92.0714285714286,22.275641025641,2973.05150996116,5.0228717948718,NA,0.897839349605175,NA,39.9648,NA,70.71,74.608,67.12,NA,NA,NA,NA,-635,NA,NA,113131,30.696272462897,63.4211666121576,5.88256092494542,161.615714285714,76.932,23.068,NA,NA,NA,NA,NA,7.04821639784946,6.27,87.6064871794872,NA,NA,NA,NA,NA,NA,7.14285714285714,21,"Free",2.15788095238095,3540.78247070312
"114","Democracy",30,4.23495908754249,"Mixed",1.93,"Eastern Europe & post-Soviet (incl. Central Asia)","Unclear","Unclear","Unclear","No",0.3345,0.099,0.414,0.626,2.877,100,100,100,0.406678749544181,50.1774955539331,51.8956627236882,32970,12.432,11.9,25.2113,3.34212891314772,3.54922107135001,16.36,32.1187790600053,0.27528618552545,56.9788615087404,58.1517672217643,55.7013471362856,11.9633419810867,7.59422594242234,16.721688432891,31.0577965101729,34.2540068358134,27.5769644308234,5.82405996322632,11.90064,0.367566304907699,2.8200678267721,0.104295474376633,1.806,18.6,9.7,11.7227782832878,10.5865870134286,3688.16729442144,20.6312606801817,25.7,3.01473622516773,12.5,60.4747,51.979226567945,68.846,73.547,64.443,99.5999984741211,99.5,99.6999969482422,99.6999969482422,-14278,86.31417,77.95594,2595809,19.8060170703541,66.5878710366939,13.6061118929521,90.110355122019,57.002,42.998,349,2190,59.5292504311609,6.2,51.7,18.3881163669346,33.1,88.4708865399267,0.497,0.794,1.116,1.554,1.787,1.983,39.6039603960396,56,"Partly Free",3,13030.1826171875
"115","Democracy",27,NA,NA,NA,"Western Europe & North America (incl. Australia & New Zealand)","No","Yes","Yes","No",0.3557,0.1141,NA,NA,NA,100,100,100,NA,95.2213707960834,NA,2.084,5.9,NA,54.9173,NA,NA,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.41878998279572,NA,NA,NA,NA,NA,NA,NA,0,NA,204610.120440895,12.5416478137469,NA,NA,NA,98.3776,NA,NA,NA,NA,NA,NA,NA,NA,206,NA,NA,36686,12.8059750313471,51.2239001253884,35.9701248432645,17603.6468330134,0,100,17,5,NA,NA,NA,NA,118,NA,NA,NA,NA,NA,NA,NA,33.3333333333333,16,"Free",1.56379761904762,41164.9178672921
"116","Democracy",31,3.48004022926505,"Majoritarian",1.846,"East Asia (incl. Japan & Mongolia)","No","Yes","Yes","No",0.429,0.1605,0.747,0.485,2.358,100,100,100,1.32377177880362,58.3528528073986,0.855726491116894,1557507,21.413,24.7,11.393,6.55589443969334,6.61978587614128,6.131,66.9231097170798,3.58916764341927,26.907322173169,24.6421491458224,28.74783666907,21.8239068198433,13.7756180397644,28.3633596510838,51.2687710069877,61.5824150195324,42.8886556332471,3.34389615058899,NA,0.634517577391162,14.2177319422671,0.741588812452768,2.837,38.9,16,9.09894465963877,13.1631741927742,4107.18372095123,37.0755721187771,31.4,6.15332686636602,8.6,81.6068,44.617597571938,70.975,75.696,66.537,99,99,99,99,0,97.69756,NA,3347782,32.431183925479,63.150100103576,4.41871597094495,2.14944908754824,31.215,68.785,10,2508,42.6886493859732,7.1,51.7,16.9088495192029,12,119.098078437771,7.313,7.747,8.096,20.303,17.431,15.739,17.1052631578947,37,"Partly Free",2,12458.0185546875
"117","Democracy",15,3.96386241766513,"Proportional",1.86,"Eastern Europe & post-Soviet (incl. Central Asia)","Yes","Yes","Yes","No",0.3204,0.0797,0.522,0.415,2.224,99.8,99.4,100,4.42610071592179,52.5335632467053,0.661710037174721,13450,11.4,21.4,31.1809,7.99528595983775,NA,14.8,NA,4.0296879344641,7.40957799499497,6.16956533876776,8.4646323890358,18.5707869013753,7.50956143044583,27.9821380500705,74.0200628836652,86.3218037836279,63.5532295608937,NA,NA,1.55528019503059,11.8356969374313,0.182732051674069,1.75,15,22.8,61.4869888475836,6.46148344458535,7390.30811727832,14.8354952739754,34.3,2.38907333419871,17.1,82.2197,45.5928669171789,73.8243902439024,77,70.8,98.9800033569336,98.5400009155273,99.4499969482422,99.0500030517578,-101,96.54847,89.07485,619211,18.1815647952524,65.559278085747,16.2591571190005,46.0379925650558,32.174,67.826,175,623,21.4001240562103,31.1,31.6,NA,31.4,105.029993243347,15.855,16.543,17.12,33.046,37.724,40.898,24.6913580246914,44,"Partly Free",1,21537.80859375
"118","Non-democracy",65,NA,NA,2.093,"North Africa & Middle East (incl. Israel, Turkey, Cyprus)",NA,NA,NA,NA,0.4822,0.1341,0.627,0.236,2.412,100,100,100,2.05826720173805,52.154787028307,16.8317275375308,446300,17.545,16.9,6.14618,2.95514446905583,2.04519111037845,6.17,NA,2.25805114837496,31.2337781047344,49.2514850099719,25.9911290489619,23.9818265265015,13.8657607119424,26.9253307373423,44.7843953687641,36.8827542780856,47.0835520495211,5.64273405075073,NA,3.94279963364595,1.59651938753365,0.453231723872072,2.328,5.4,10,12.8903354246023,11.9955880749368,3293.703125,25.7996418056572,NA,1.93113796660531,38.4,88.1303,22.8709343538432,74.042,76.398,71.893,77.3499984741211,69.0800018310547,85.620002746582,98.5199966430664,-46242,99.09904,64.4924,37076584,26.8525314137283,65.7225451821216,7.42492340415013,83.0754738964822,35.935,64.065,7272,5385,48.6760366381274,0.8,28.2,19.6935295967337,6.8,75.6321941874613,11.921,10.539,10.13,25.592,25.011,24.832,22.7848101265823,66,"Not Free",2,8217.5986328125
"119","Non-democracy",17,2.5733858225124,"Proportional",2.204,"Sub-Saharan Africa","Unclear","Unclear","Unclear","No",0.5986,0.2481,0.571,0.234,2.497,31.5,3.8,77.4,0.0805028765873337,86.123807071331,7.18482158752766,786380,36.598,21.1,0.206558,0.235146710878642,0.279932033696841,8.793,84.1569664640646,2.30930921814947,70.5300619585439,80.2208028790244,60.2502160915542,9.007285420888,3.41036957980425,14.944457032302,20.4626526205681,16.3688275411713,24.805342134153,6.49789762496948,NA,1.88537169538203,32.7522138541297,1.19821552456846,4.644,15.6,13.5,46.412173122409,26.8945913508352,581.444300104411,21.9411773139305,50.3,NA,14.1,19.9696,51.6038059011403,59.325,62.432,56.204,60,49,72,70,-9515,93.92934,NA,32077072,43.6846433489939,53.7276765784608,2.58768007254527,40.790803428368,62.372,37.628,4797,90,85.1256636722593,5.6,23,22.747755709622,0.188,112.078964460828,4.22,3.984,3.733,7.935,8.224,8.525,42.4,48,"Partly Free",2,1285.18481445312
"120","Non-democracy",59,2.41,"Majoritarian",2.343,"South-East Asia","Yes","Yes","Yes","No",0.4293,0.1666,0.64,0.022,0.979,72.5,62.8,93.6,1.92429035455071,46.0068143101436,16.8385248287802,652670,17.103,NA,1.67276,0.390837431016192,0.690067326561295,9.769,NA,2.31780583328803,46.1434661887148,38.9719485167362,50.4401624597171,18.6338484065041,18.0764883053768,18.9677820806824,35.2226854047811,42.9515631778871,30.5920554596005,1.99976003170013,14.62929,3.39115163606364,3.11492561696787,NA,2.151,NA,NA,43.2901466284646,22.7852901568211,1128.30976104801,37.3108899934826,NA,28.4378154764971,NA,44.02167324,37.7376655960251,65.672,69.001,62.546,89,86,92,95,-35382,97.93192,64.05857,53798084,24.8818598736541,68.4899533922997,6.62818673404627,82.4276954663153,68.552,31.448,NA,1177327,64.9660706016457,19.7,68.5,6.01765247726484,0.978,NA,5.029,4.34,3.922,11.222,12.62,13.633,15.2941176470588,73,"Not Free",5,4829.53662109375
"121","Democracy",2,NA,NA,1.988,"Sub-Saharan Africa","No","Unclear","Unclear","No",0.6419,0.2156,0.294,0.516,3.233,55.2,33.2,74.7,1.74764068507515,67.3193935333947,0.971711061715799,823290,27.439,NA,3.17813,0.67981819492398,1.5510931956235,10.709,NA,6.57057256630952,22.0269452504066,20.4201756768994,23.6804310765402,16.5059244971066,8.09802323537402,25.1582824910786,61.4671302524868,71.4818010877266,51.1612864323812,10.3914480209351,NA,3.25048104938115,6.7751489770655,0.143895930303796,3.303,NA,NA,7.97761420641572,9.56300379125666,4232.01893639407,24.4475967749695,NA,12.4498522913953,NA,61.1132,49.7806393890495,59.269,62.985,55.721,92.25,92.3300018310547,92.1600036621094,95.5500030517578,-4301,97.48892,NA,2530151,36.2059687753752,59.7659506815899,4.02808054303489,3.07321964313911,46.995,53.005,3733,441,38.9975361872498,6,24.2,28.0639865897267,3.27,83.544303123051,19.414,20.877,22.328,41,40.098,39.338,44.2307692307692,32,"Partly Free",2,10009.578125
"122","Democracy",53,2.5733858225124,"Majoritarian",NA,"Pacific (excl. Australia & New Zealand)","No","Yes","Yes","No",0.4859,0.1609,NA,NA,NA,100,100,100,NA,69.8479500407277,NA,20,27.56,NA,9.95678,NA,0,6.633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.21887111663818,NA,NA,NA,NA,3.519,NA,NA,0,NA,7792.16322076098,NA,NA,NA,NA,83.3424,NA,63.617,67.303,60.261,NA,NA,NA,NA,-66,NA,NA,12511,38.8402669544019,58.8738360708148,2.2858969747832,625.55,0,100,953,5,NA,49.1,47.8,44.3468321505376,0,110.63829787234,NA,NA,NA,NA,NA,NA,10.5263157894737,46,"Partly Free",2,12000.611328125
