"","bmr_dem","bmr_demdur","gol_enep","gol_est","gpi_gpi","ht_region","nelda_mbbe","nelda_mtop","nelda_oa","nelda_rpae","top_top10_income_share","top_top1_income_share","vdem_corr","vdem_libdem","vdem_mecorrpt","wdi_acel","wdi_acelr","wdi_acelu","wdi_afp","wdi_agedr","wdi_araland","wdi_area","wdi_birth","wdi_bribfirm","wdi_broadb","wdi_busden","wdi_co2","wdi_death","wdi_debt","wdi_emp","wdi_empagr","wdi_empagrf","wdi_empagrm","wdi_empind","wdi_empindf","wdi_empindm","wdi_empser","wdi_empserf","wdi_empserm","wdi_expedu","wdi_expedut","wdi_expmil","wdi_fdiin","wdi_fdiout","wdi_fertility","wdi_firftopm","wdi_firgifttax","wdi_forest","wdi_gdpagr","wdi_gdpcapcon2015","wdi_gdpind","wdi_gini","wdi_homicides","wdi_infpay","wdi_internet","wdi_lfpf","wdi_lifexp","wdi_lifexpf","wdi_lifexpm","wdi_litrad","wdi_litradf","wdi_litradm","wdi_litry","wdi_migration","wdi_nerp","wdi_ners","wdi_pop","wdi_pop14","wdi_pop1564","wdi_pop65","wdi_popden","wdi_poprul","wdi_popurb","wdi_refasy","wdi_refori","wdi_semp","wdi_smokf","wdi_smokm","wdi_taxrev","wdi_tele","wdi_trade","wdi_unempfilo","wdi_unempilo","wdi_unempmilo","wdi_unempyfilo","wdi_unempyilo","wdi_unempymilo","wdi_wip","fhp_score5","fhp_status5","gd_ptsa","wdi_gdpcappppcon2017"
"172","Non-democracy",60,NA,NA,2.048,"Sub-Saharan Africa","Unclear","Unclear","Unclear","Unclear",0.5135,0.1814,0.257,0.338,2.423,42.7,23.3,77.3,0.100577548612631,87.7054463959979,15.2432829081057,885800,36.21,6.9,1.97842,0.172981910767498,0.26012947595073,6.222,NA,1.67786111011131,65.9728194641608,67.4651756873374,64.5750068387536,8.3480557176918,4.60917403692487,11.8500964638789,25.6791248181474,27.9256576806757,23.5749036332231,3.11515331268311,NA,1.0794434996739,1.68494347865961,NA,4.726,17.5,4.8,51.1131180853466,24.7884506158783,1041.75061035156,27.2961418878518,40.5,3.70475302959177,6.7,29.7016,48.8423726273497,66.201,68.311,64.183,82.0199966430664,78.6999969482422,85.5299987792969,87.0703735351562,-4865,81.32921,26.54777,63588334,43.6073549277136,53.274958422405,3.11768664988141,71.7863332580718,64.046,35.954,207101,752,85.8529632281827,3.4,14,10.8557996439654,0.114,29.9151840074048,3.727,2.806,1.926,4.784,3.749,2.819,36.8556701030928,58,"Partly Free",3,2577.66577148438
"173","Non-democracy",7,2.76,"Mixed",2.183,"South-East Asia","Yes","Yes","Yes","Yes",0.5235,0.1983,0.708,0.178,3.117,100,100,99.8,1.13164638930436,43.4966323903385,33.568870011157,510890,8.999,NA,17.3169,1.46216006001113,3.85871290278866,7.922,NA,2.33151953991004,31.897322233676,28.4425686122611,34.8363201259372,22.272543919394,19.0330928816858,25.0283861813006,45.83013384693,52.5243439627196,40.1352797665899,2.98212432861328,NA,1.30612765710848,2.99428727205672,3.78053343585188,1.331,NA,NA,38.8283192076572,8.69189456711264,6133.28601848203,35.0496469400617,34.9,NA,NA,85.2696,45.9815525518902,78.715,83.041,74.518,94.0999984741211,92.8000030517578,95.5,98.8000030517578,1133,NA,NA,71601103,15.8003767064873,69.6880465654279,14.5115767280848,140.149744563409,47.837,52.163,100510,181,52.697329515069,2.9,41.3,14.3046633623499,6.46,117.144503626655,1.249,1.215,1.186,7.675,5.99,4.865,15.7464212678937,77,"Not Free",3,18003.671875
"174","Democracy",19,2.67884648870197,"Proportional",1.864,"South-East Asia","No","Yes","Yes","No",0.4118,0.1523,0.258,0.489,2.679,100,100,100,0.362984311818043,68.2919464754603,7.49831876260928,14870,24.944,9.8,0.0101471,1.70719992457744,0.415536791168727,7.233,NA,1.01605553441681,37.8432896823302,42.612161736051,33.9363728201646,11.52197144995,7.29566714908274,14.984681118858,50.6347388677198,50.0921711148662,51.0789460609774,2.9738941192627,NA,1.08312161714349,-11.5693012777808,-0.704039086041307,3.149,32.2,5.3,61.8493611297915,8.6205996866888,2059.31534425751,62.2389795795534,NA,NA,5.7,35.5407,45.3066522059935,67.737,69.544,66.1,69.9000015258789,66.5,73.3000030517578,85.0999984741211,-1997,92.30953,62.73563,1320942,35.2940931547335,59.4205498803127,5.2853569649538,88.8326832548756,68.305,31.695,NA,11,67.2355315403227,10.8,67.6,15.1003110662796,0.139,99.891798855757,2.935,2.344,1.855,6.994,4.756,2.995,38.4615384615385,35,"Partly Free",1,3737.79638671875
"175","Non-democracy",61,NA,NA,2.299,"Sub-Saharan Africa","Yes","Yes","Yes","No",0.4653,0.1406,0.735,0.234,1.776,55.7,24.7,96.3,0.347490924405782,76.5048330000535,48.7221915793344,54390,31.856,2,0.749326,1.09927220176627,0.274325842651139,8.168,NA,4.26086840341725,31.4288356289128,26.0611439304476,36.587409115825,19.9734051717167,17.5633830908593,22.2896089524144,48.5977240396293,56.3756164686266,41.1229819317606,4.23118162155151,NA,3.11153706019691,-1.63291202920242,-0.850362001048572,4.257,13.2,1.2,22.1788931788932,18.3649911479173,857.762914423025,20.1693460699563,37.9,NA,6.7,32.5051,48.3989210174704,61.619,62.391,60.849,67,55,80,88,-995,90.73097,NA,8644829,40.2484190259865,56.6556782094822,3.09590276453126,158.941514984372,56.642,43.358,10683,7985,75.4008737898896,1.2,12.3,14.2024496426634,0.614,57.5850134996963,1.964,2.285,2.587,2.865,3.543,4.391,18.6813186813187,57,"Partly Free",3,2080.52416992188
"176","Non-democracy",51,NA,NA,NA,"Pacific (excl. Australia & New Zealand)",NA,NA,NA,NA,0.4859,0.1609,NA,NA,NA,100,100,100,NA,68.9810165925501,27.7777777777778,720,23.045,NA,6.45748,0.494110521366295,1.53843251553996,6.97,45.0157756761004,13.9111333555778,26.7211656100545,11.4388391646325,37.3444570135747,27.4468913357802,38.6493083807974,19.6596907993967,45.8319430541653,49.9118524545701,42.9958521870287,4.92703914642334,NA,NA,0.81070105805349,-0.0125276183765599,3.237,NA,NA,12.4305555555556,16.3232484642545,4481.47835159304,15.9227290333083,27.1,0.952830143734427,NA,57.5486,41.19488296135,70.986,73.719,68.416,99.4000015258789,99.5,99.4000015258789,99.4000015258789,-948,NA,NA,106017,34.6199194468812,59.1782449984436,6.20183555467519,147.245833333333,76.896,23.104,NA,28,51.6738961183406,15.3,46.7,21.3033075587168,10.3,73.367469327191,2.555,2.111,1.8,9.727,6.341,4.234,0,30,"Free",2.23369444444445,6344.3115234375
"177","Democracy",59,2.15347376853603,"Majoritarian",2.135,"Caribbean (incl. Belize, Guyana, Suriname)","No","Yes","Yes","No",0.5299,0.1892,0.079,0.645,3.666,100,100,100,0.743017125058698,43.6780862296607,4.87329434697856,5130,11.687,NA,24.9299,4.0993430104503,19.1817590123114,9.131,NA,3.87962422110757,3.06169908560887,1.57579623374552,4.19227725338694,26.8325798232605,12.9553790174106,37.3913187349542,70.1057210911306,85.4688247488439,58.4164040116588,3.00432991981506,NA,0.894832903670522,-3.81598012642742,3.14106411872686,1.626,NA,NA,44.3996101364522,1.47094682475968,13997.6217827622,39.9555653406567,NA,29.3642829379752,NA,79,43.5773433127938,72.971,76.403,69.662,NA,93.8321380615234,NA,92,2632,NA,NA,1525663,19.2993800072493,69.6000034083543,11.1006165843964,297.400194931774,46.735,53.265,3571,285,24.5850474578235,NA,NA,NA,23,NA,5.253,4.446,3.823,14.196,12.911,11.961,26.1904761904762,25,"Free",1,25306.6171875
"178","Democracy",6,7.523,"Proportional",2.065,"North Africa & Middle East (incl. Israel, Turkey, Cyprus)","No","Unclear","Unclear","No",0.5286,0.2261,0.451,0.468,3.101,99.9,99.7,100,1.17417863758096,50.8668268062608,18.2241246138002,155360,16.093,11.9,12.422,1.73836553041371,2.86616282906245,7.884,NA,4.87483179107821,14.3885058596793,9.33004558257372,16.1941694563651,33.4263879183339,32.0043586009613,33.9339942710854,52.1851062219868,58.6654830162331,49.8718765376225,6.67984676361084,NA,2.63670026160052,1.16937529005457,0.0341827398831885,2.086,10.4,4.8,4.53308444902163,10.146358914929,3847.2173175684,23.4077944951435,33.7,4.62105575007752,2.8,68.3155,29.2950526349127,73.772,77.145,70.743,85.2149276733398,78.2611312866211,92.5697631835938,98.1613922119141,-9189,NA,NA,12262946,24.9187430165639,66.2836238535177,8.79763312991837,78.9324536560247,30.112,69.888,3186,2201,25.6700983512187,2,47.2,NA,13.8,94.2210932352001,22.391,16.505,14.066,38.564,38.661,38.705,26.2672811059908,54,"Partly Free",3,11100.8203125
"179","Non-democracy",5,3.99029560109813,"Proportional",2.744,"North Africa & Middle East (incl. Israel, Turkey, Cyprus)","Unclear","Unclear","Unclear","No",0.52,0.1897,0.844,0.119,0.588,100,100,100,1.63258272897746,46.7550772553648,25.8318932474046,769630,14.678,1.4,20.9211,1.91995061505275,5.54730098468498,6.398,43.5461194626736,4.57817654982612,17.1838434366698,22.7512531225768,14.6775581114113,27.5060755599561,17.5621596142741,31.9825313060135,55.3100878233325,59.6865872631491,53.3399155276274,3.53787994384766,NA,1.89889704063657,1.57281942883698,0.78683661383694,1.889,3.9,1.3,29.0741785013578,5.53375309220795,13449.9261694512,31.132799597913,44.4,2.51959874186857,0.7,81.4084,32.0457708213116,76.032,79.121,73.04,97,94,99,100,-69729,NA,NA,84147318,23.4805146046872,68.1407426152799,8.37874278003289,109.334768655068,23.431,76.569,3759817,105019,30.0730966528225,19.2,42.1,17.8815776968346,14.2,71.0824413868968,14.718,11.969,10.673,28.275,22.342,19.187,17.3333333333333,76,"Not Free",4,28150.05859375
"180","Non-democracy",30,NA,NA,2.082,"Eastern Europe & post-Soviet (incl. Central Asia)","Yes","Yes","No","No",0.4889,0.195,0.914,0.036,0.104,100,100,100,2.85297136968152,56.5703645713363,4.12827442385036,469930,21.592,NA,4.08263,NA,10.8216444557625,6.585,NA,3.04924808001057,23.1893414964316,22.9405309238229,23.4790423815,33.7008218938624,27.215188037535,41.255260943946,43.109836609706,49.8442810386421,35.2655840506537,3.8489100933075,NA,NA,2.57428691451556,NA,2.667,NA,NA,8.78215904496414,11.8079599602345,8106.16865103075,37.1241986904803,NA,NA,NA,NA,52.8476864611899,69.264,72.663,65.865,NA,99.6492919921875,NA,NA,-4503,NA,NA,6341855,31.2166944845002,63.8690493554331,4.91425616006673,13.4953184516843,47.002,52.998,16,563,32.1398582625878,0.4,10.6,NA,11.3,33.0581170797482,2.746,4.452,6.363,6.64,10.087,15.061,25,98,"Not Free",4,14992.603515625
"181","Democracy",43,3.99029560109813,"Majoritarian",NA,"Pacific (excl. Australia & New Zealand)","No","Yes","Yes","No",0.4859,0.1609,NA,NA,NA,99.7,99.1,100,NA,60.9076547465173,NA,30,23.484,NA,4.41436,1.723395088324,0,10.159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.8456897735596,NA,NA,0.331298850213827,-1.52040259083986,3.163,NA,NA,33.3333333333333,NA,3999.76106249156,NA,NA,0,NA,82.2681,NA,64.547,69.138,60.816,NA,NA,NA,98.8153915405273,-15,NA,66.72794,11204,31.6329718391574,62.1457580220467,6.22127013879591,373.466666666667,35.215,64.785,NA,NA,NA,21.3,49.8,NA,19.6,NA,NA,NA,NA,NA,NA,NA,6.25,27,"Free",2.20612301587302,4816.55322265625
"182","Non-democracy",36,2.24,"Majoritarian",2.412,"Sub-Saharan Africa",NA,NA,NA,NA,0.5302,0.2138,0.757,0.204,3.125,45.2,35.9,72.3,0.275071052048705,88.213347803565,34.4105326152005,200520,36.795,NA,0.0838842,0.880201258190347,0.160704315356523,5.877,51.3026623500196,6.09216980739496,66.6660646007305,72.3428661115814,61.1535437042136,7.12706176594439,3.58089322845061,10.5706079473883,26.2068677307179,24.0762286788479,28.2758483483981,2.63593602180481,NA,2.57785468025078,4.06673785807037,0.0008569773812207,4.585,NA,NA,11.4534375623379,23.8418038272172,920.547614479718,27.149441688847,42.7,8.53146713450743,NA,10,49.557225989757,62.705,64.92,60.423,80.5899963378906,76.5299987792969,84.8499984741211,91.8300018310547,43465,NA,NA,45853778,45.1916339369026,53.1311945550048,1.67717150809253,228.674336724516,74.447,25.553,1529903,7887,81.3190025891788,3.7,13,12.4588666784696,0.229,41.7136307424782,3.994,3.422,2.86,6.523,5.207,3.943,33.8129496402878,58,"Partly Free",3,2250.01489257812
"183","Democracy",30,3.79221685412859,"Mixed",2.546,"Eastern Europe & post-Soviet (incl. Central Asia)","No","Unclear","Unclear","Yes",0.3308,0.0933,0.668,0.321,1.947,100,100,100,1.44511123234527,48.4162670024754,56.8243010010356,579400,7.3,37.4,18.2678,NA,4.11657865931039,18.5,57.0842008078586,1.16926123314382,15.0966584702884,12.8466283009134,17.1439981983208,24.0984080172822,13.1994514692384,34.0155491465974,60.8049335124294,73.9539086857207,48.8404526550818,5.14011001586914,NA,3.22834693677077,3.98166133947207,0.218255512196357,1.16,17.7,36.3,16.7345529858474,10.8857721063269,2452.98291015625,23.1537142195647,25.6,3.84320089520623,24.3,79.2183,47.8079926536929,69.6478048780488,74.36,65.16,100,100,100,99.9000015258789,831,NA,NA,43848986,15.223383927132,67.3780585435505,17.3985575293176,75.6799896444598,30.243,69.757,2382,27562,17.6354677960652,11.5,40,19.0823227721039,5.51,82.69796136345,10.147,9.834,9.547,20.415,19.113,18.088,20.8037825059102,53,"Partly Free",2,12804.955078125
"184","Non-democracy",50,NA,NA,2.062,"North Africa & Middle East (incl. Israel, Turkey, Cyprus)",NA,NA,NA,NA,0.4918,0.1612,0.108,0.082,0.839,100,100,100,0.970490914356488,20.3390385875641,0.708251196845959,71020,10.307,NA,36.5005,2.45931257759583,22.8988766324494,1.874,NA,3.308174511516,1.42817054419814,0.0356101995108283,1.71427020202166,29.6575696792142,5.818612889018,34.5552706781437,68.9142597765876,94.1458706225225,63.7304591198347,3.89403009414673,NA,NA,4.97788431407126,5.43041947067781,1.46,NA,NA,4.46775556181357,0.943418357564354,42715.4401735558,47.1393240196274,26.4,0.469827240786301,NA,100,17.7172201576407,78.71,80.937,77.216,98,97,99,100,-2762,NA,NA,9365145,15.1430338314588,83.0985522967638,1.75841387177742,131.866305266122,12.701,87.299,1355,160,4.41167662781815,NA,NA,0.535243668700213,22.9,166.571899325291,6.784,3.105,2.313,20.501,10.488,7.993,50,78,"Not Free",3,71782.15625
"185","Democracy",136,3.22542148195215,"Majoritarian",1.718,"Western Europe & North America (incl. Australia & New Zealand)","Yes","Yes","Yes","Yes",0.338,0.1029,0.056,0.786,3.729,100,100,100,0.441771180199504,57.6722756061544,24.8410870913074,241930,10.1,NA,41.1135,18.0355236451721,5.05868055478886,9.7,186.852118512538,2.17387491013879,1.03258066764766,0.580113570974865,1.44990319083205,18.1985993471877,7.96302171785796,27.639140601066,80.7688199851646,91.4568647111672,70.9109620724809,5.90458011627197,NA,2.16157191775693,0.188516350562574,5.12276515999755,1.56,NA,NA,13.2214553796553,0.70956389862172,45889.6110228554,16.6124289046044,32.4,1.00358675643653,NA,95.2591,47.8630556065915,80.7,82.8,78.7,NA,NA,NA,NA,202027,NA,NA,67026292,17.6612097379976,63.4226913215275,18.9160989404749,277.048286694498,15.848,84.152,137078,101,15.6760301302193,13.5,17.3,26.4102511340457,47.1,59.3486477481733,4.594,4.826,5.039,11.202,12.774,14.303,34.2592592592593,25,"Free",1,47362.265625
"186","Democracy",221,2.05912997640237,"Majoritarian",2.602,"Western Europe & North America (incl. Australia & New Zealand)","No","Unclear","Unclear","Unclear",0.4607,0.1988,0.073,0.756,3.835,100,100,100,0.842140299752928,53.6615949391522,17.2438567377468,9147420,11,NA,37.0074,NA,14.3619578144341,10.4,118.88850192661,2.06148067728837,1.66240252615758,1.00559350170592,2.22682667139847,19.1836645852224,8.56404634466621,28.309556705841,79.1539322622544,90.4303601536279,69.4636154581321,5.42829990386963,NA,3.45797721923449,2.01663293567767,1.44932419559845,1.664,NA,NA,33.8669264120375,0.948221772701748,62741.0018131151,17.6732044600603,39.7,6.80746639329421,NA,96.7792,46.1491844924699,76.3292682926829,79.3,73.5,NA,NA,NA,NA,561580,NA,NA,332048977,18.2430347046008,65.0780698085871,16.6788954868121,36.2997410198723,17.127,82.873,339179,426,6.58341436886065,17.5,28.4,11.3004081413642,28.6,25.2534846631337,5.213,5.349,5.466,8.863,9.697,10.47,27.6497695852535,23,"Free",4,62478.25390625
"187","Democracy",36,3.53781928819076,"Proportional",1.891,"Latin America (incl. Cuba, Haiti, Dominican Rep.)","No","Unclear","Unclear","No",0.4742,0.1722,0.066,0.796,3.846,100,100,100,1.30601079596015,53.5985554044791,11.6021311850074,175020,10.473,NA,32.5451,2.63375083327393,2.49044147262613,12.162,62.3840106227135,3.32434758180553,8.11545898039305,3.7698825421919,11.776960898868,18.4574438739306,8.76690102758248,26.6225146991466,73.4271605595897,87.4630777551275,61.6005244019854,4.46065998077393,NA,2.10130868239947,5.67393088579674,3.193660484679,1.493,NA,NA,11.7243743572163,7.9388146779215,17215.419918009,17.5567962653191,40.8,8.90183595258911,NA,87.6444,46.5562267823718,75.436,79.258,71.654,99,99,99,99.1800003051758,-1486,NA,NA,3426260,19.4366918209202,65.104788472677,15.4585197064029,19.5763912695692,4.39700000000001,95.603,877,45,28.5137490876323,18.5,24.4,18.5148717533759,36.4,56.823738109386,10.909,9.301,7.901,35.21,31.709,29.032,24.2424242424242,24,"Free",1,23256.59765625
"188","Non-democracy",30,NA,NA,2.064,"Eastern Europe & post-Soviet (incl. Central Asia)","Yes","Yes","No","No",0.4553,0.1665,0.79,0.079,0.932,99.9,99.8,100,0.508537446304428,53.9711999043234,9.11397403399046,440653,25.9,5.9,21.8944,2.75652850370339,3.65779848833313,5,NA,12.1651374790097,26.544314702748,24.0542854553627,27.9009704547601,24.092695931534,11.7426720451366,30.8213990107657,49.362989365718,64.2030424995007,41.2776305344742,5.36828899383545,NA,3.5554825523167,3.27625046164089,0.0036168559919454,3.173,12.4,6.7,8.43180461723851,24.6182884605959,3356.03325528917,31.4907511579754,31.2,1.40545667527223,7.3,76.5904,36.0326505901525,70.862,73.39,68.334,100,100,100,100,-39201,94.59704,NA,34915100,30.070973508198,64.9472092574468,4.98181723435527,79.234908193068,49.573,50.427,13032,3014,46.4218137798382,1.1,34,14.8464898245603,16.8,63.848290989831,7.27,5.345,4.261,20.502,12.982,8.988,32.6530612244898,95,"Not Free",3,7348.14697265625
"189","Democracy",41,15.6353290892796,"Majoritarian",NA,"Pacific (excl. Australia & New Zealand)","No","Yes","Yes","No",0.4859,0.1609,0.351,0.647,3.45,70,60.7,97,NA,76.487471450613,1.64068908941756,12190,29.438,23.5,1.03214,1.53715078972611,0.668051651798444,5.395,87.0720898262884,2.55868098451012,43.4698596724635,44.8607039441737,42.3750636708359,11.0781146061009,5.00170860236327,15.8582828683004,45.4528176375558,50.1375874534631,41.7666534608637,10.1102409362793,NA,NA,4.53028102541425,0.0228254463237305,3.735,39.7,3.7,36.2838392124692,21.2191878696463,2532.79663882328,10.0295717064264,32.3,0.320836742223719,27.4,68.612,44.2787345055343,70.449,72.945,68.397,89.0999984741211,88.4000015258789,89.8000030517578,96.9000015258789,-197,NA,NA,319137,39.6156503565089,56.6611778972321,3.72317174625905,26.1802296964725,74.335,25.665,NA,5,60.5974215211125,2.6,33,15.8771617065457,1.19,61.8209434451996,5.283,4.734,4.297,10.72,10.05,9.506,0,25,"Free",2.42531746031746,3070.35083007812
"190","Non-democracy",16,2.065026,"Mixed",2.833,"Latin America (incl. Cuba, Haiti, Dominican Rep.)","Yes","Yes","Yes","Yes",0.5299,0.1892,0.967,0.06,2.3,100,99.9,100,3.29882264731191,57.5023055764567,2.94767870302137,882050,15.877,NA,9.24244,NA,3.12910341031041,8.124,NA,1.68499392611246,11.7767666941046,3.90455810660789,16.727167687177,17.9969673011206,11.2413452823409,22.245191269169,70.2262660047748,84.8540966110512,61.0276241808248,NA,NA,0.313630729266034,NA,NA,2.211,NA,NA,52.3477807380534,NA,NA,NA,NA,19.3050559299634,NA,NA,38.8251582753864,70.554,75.207,66.259,97.5999984741211,97.7300033569336,97.4599990844727,98.7300033569336,-525116,NA,NA,28199867,28.1707273330532,63.491135676121,8.33813699082583,31.9708259168981,11.675,88.325,39328,199202,40.4061564187026,NA,NA,NA,11.4,NA,7.543,7.027,6.699,17.313,13.207,11.607,22.1556886227545,81,"Not Free",5,20183.8926584492
"191","Non-democracy",45,NA,NA,1.883,"South-East Asia",NA,NA,NA,NA,0.4375,0.1574,0.484,0.11,2.239,100,100,100,0.95339096234681,45.5567728591029,21.6540269088055,313429,15.008,31.1,19.5362,1.40740580119461,3.46462530805871,7.317,NA,2.0668183537118,29.0443448658962,28.7411038697998,29.3275575821745,33.1345584294207,29.3344335981086,36.683720892226,37.8210929820278,41.9244625320916,33.9887107263938,2.94517493247986,NA,2.28456986005062,4.27314566190187,0.0870455597794826,1.944,19.4,29.5,46.9611618580284,12.6030995600152,3408.76455391101,37.3915192168564,36.8,NA,25.5,74.21,48.2469565958107,73.618,78.235,69.117,96,95,97,98.2005233764648,-992,NA,NA,97468029,22.5451502797145,68.7017158657313,8.75313385455416,310.973231577167,61.948,38.052,19,317737,54.4097916710757,2.2,47.4,NA,3.16,186.675832800038,2.287,2.385,2.476,6.829,6.818,6.808,30.2605210420842,84,"Not Free",3,10252.0048828125
"192","Non-democracy",31,NA,NA,3.515,"North Africa & Middle East (incl. Israel, Turkey, Cyprus)",NA,NA,NA,NA,0.5953,0.25,0.936,0.034,1.715,74.9,63.4,93.1,0.641239901473489,74.0981775129238,2.19330643786579,527970,30.544,NA,1.09217,NA,0.372637613756089,6.845,NA,6.72364965359066,29.829384820589,47.0652718432297,28.6144468198069,11.6547196456991,12.4163842640342,11.6010307762229,58.5158761297473,40.5183438927361,59.7845016322424,NA,NA,NA,-1.30563839823089,0.0166881569392812,3.795,NA,NA,1.03983180862549,28.7451403146812,1194.82057626298,25.4429978433173,NA,NA,NA,14.8881,7.72865354100512,63.753,67.134,60.629,NA,54.132740020752,NA,69.2300033569336,-101468,NA,NA,32981641,39.8721073358341,57.4388542789782,2.68903838518771,62.4687785290831,61.454,38.546,89467,37615,54.8699400514399,8.1,32.5,NA,1.96,58.9022786120284,30.172,18.248,17.25,39.84,33.779,33.147,0,85,"Not Free",5,4441.39175349063
"193","Democracy",13,2.7751176733147,"Majoritarian",2.031,"Sub-Saharan Africa",NA,NA,NA,NA,0.5685,0.186,0.44,0.311,3.172,46.7,14.5,85.7,0.246580468299461,81.8224556620949,5.11171794078478,743390,34.511,9.6,0.411108,1.30625986055793,0.455314696536894,6.973,71.4111761686383,3.6749828370898,57.7885084471863,62.682592061397,53.6480515581906,10.1860597922061,3.75505089794319,15.6268175763148,32.0254317606076,33.5623570406598,30.7251308654947,3.10643219947815,NA,0.979965767794135,1.78407846118257,-1.26754460017223,4.308,12.9,5,60.0301501230848,3.00088053869606,1277.61202929094,41.8319384724467,51.5,NA,83,26.9505,46.0760569991658,61.223,63.928,58.487,87.5,84.3000030517578,91,93.1999969482422,9015,NA,NA,19473125,43.2623628719068,54.9987071926052,1.73892993548801,26.1950322172749,54.808,45.192,75154,255,73.3494108075755,3.7,25.1,16.7804106778084,0.336,86.2085111934645,5.699,5.195,4.764,10.003,9.342,8.787,15.0602409638554,63,"Not Free",3,3372.35888671875
"194","Non-democracy",56,NA,NA,2.352,"Sub-Saharan Africa","Unclear","Unclear","Unclear","Unclear",0.5255,0.1749,0.826,0.189,1.365,49,31.6,85.3,0.849808934624532,79.393576926567,10.3399250355435,386850,30.537,NA,1.29981,2.33248301002486,0.602693940372366,9.057,NA,2.19743200815217,53.622533557176,60.0957307847893,47.1052814771171,13.4872409509748,4.68097163538903,22.3533945688907,32.8902254918492,35.2232975798217,30.5413239539922,2.05048990249634,NA,0.815977410678401,0.881174075434015,0.112790281655554,3.491,NA,NA,44.9748222825384,8.84989924799123,1289.19906693257,28.8055863034811,50.3,6.1399851589931,NA,32.4616,50.3434414538509,59.253,62.045,56.232,89.8499984741211,91.1999969482422,88.2099990844727,90.8600006103516,-25005,NA,NA,15993524,40.8933046900733,55.7433527470244,3.36334256290234,41.3429598035414,67.697,32.303,9483,8115,64.2135464618634,1.5,21.8,7.21476500513885,1.54,50.8471283664568,9.857,9.54,9.219,16.166,15.15,14.254,31.8518518518519,74,"Not Free",3,2203.39672851562
